Year,County,Hospital,Surgery,Cases
2016,Butte,Enloe Medical Center - Esplanade,Bladder,0
2016,Butte,Enloe Medical Center - Esplanade,Brain,0
2016,Butte,Enloe Medical Center - Esplanade,Breast,0
2016,Butte,Enloe Medical Center - Esplanade,Colon,0
2016,Butte,Enloe Medical Center - Esplanade,Liver,0
2016,Butte,Enloe Medical Center - Esplanade,Lung,0
2016,Butte,Enloe Medical Center - Esplanade,Pancreas,0
2016,Butte,Enloe Medical Center - Esplanade,Prostate,0
2016,Butte,Enloe Medical Center - Esplanade,Rectum,0
2016,Butte,Enloe Medical Center - Esplanade,Stomach,0
2016,Butte,Feather River Hospital,Breast,0
2016,Butte,Feather River Hospital,Colon,0
2016,Butte,Feather River Hospital,Lung,0
2016,Butte,Feather River Hospital,Prostate,0
2016,Butte,Feather River Hospital,Rectum,0
2016,Butte,Oroville Hospital,Bladder,0
2016,Butte,Oroville Hospital,Breast,0
2016,Butte,Oroville Hospital,Colon,0
2016,Butte,Oroville Hospital,Lung,0
2016,Butte,Oroville Hospital,Prostate,0
2016,Butte,Oroville Hospital,Rectum,0
2016,Butte,Oroville Hospital,Stomach,0
2016,Calaveras,Mark Twain Medical Center,Breast,0
2016,Calaveras,Mark Twain Medical Center,Colon,0
2016,Contra Costa,Contra Costa Regional Medical Center,Breast,0
2016,Contra Costa,Contra Costa Regional Medical Center,Colon,0
2016,Contra Costa,Contra Costa Regional Medical Center,Prostate,0
2016,Contra Costa,Contra Costa Regional Medical Center,Rectum,0
2016,Contra Costa,Contra Costa Regional Medical Center,Stomach,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Bladder,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Breast,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Colon,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Esophagus,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Lung,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Pancreas,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Prostate,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Rectum,0
2016,Contra Costa,John Muir Medical Center - Concord Campus,Stomach,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Bladder,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Brain,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Breast,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Colon,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Liver,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Lung,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Pancreas,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Prostate,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Rectum,0
2016,Contra Costa,John Muir Medical Center - Walnut Creek Campus,Stomach,0
2016,Contra Costa,Kaiser Foundation Hospital - Antioch,Bladder,0
2016,Contra Costa,Kaiser Foundation Hospital - Antioch,Breast,0
2016,Contra Costa,Kaiser Foundation Hospital - Antioch,Colon,0
2016,Contra Costa,Kaiser Foundation Hospital - Antioch,Liver,0
2016,Contra Costa,Kaiser Foundation Hospital - Antioch,Pancreas,0
2016,Contra Costa,Kaiser Foundation Hospital - Antioch,Prostate,0
2016,Contra Costa,Kaiser Foundation Hospital - Antioch,Rectum,0
2016,Contra Costa,Kaiser Foundation Hospital - Antioch,Stomach,0
2016,Contra Costa,Kaiser Foundation Hospital - Walnut Creek,Bladder,0
2016,Contra Costa,Kaiser Foundation Hospital - Walnut Creek,Breast,0
2016,Contra Costa,Kaiser Foundation Hospital - Walnut Creek,Colon,0
2016,Contra Costa,Kaiser Foundation Hospital - Walnut Creek,Liver,0
2016,Contra Costa,Kaiser Foundation Hospital - Walnut Creek,Pancreas,0
2016,Contra Costa,Kaiser Foundation Hospital - Walnut Creek,Prostate,0
2016,Contra Costa,Kaiser Foundation Hospital - Walnut Creek,Rectum,0
2016,Contra Costa,San Ramon Regional Medical Center,Breast,0
2016,Contra Costa,San Ramon Regional Medical Center,Colon,0
2016,Contra Costa,San Ramon Regional Medical Center,Lung,0
2016,Contra Costa,San Ramon Regional Medical Center,Prostate,0
2016,Contra Costa,San Ramon Regional Medical Center,Rectum,0
2016,Contra Costa,San Ramon Regional Medical Center,Stomach,0
2016,Contra Costa,Sutter Delta Medical Center,Bladder,0
2016,Contra Costa,Sutter Delta Medical Center,Breast,0
2016,Contra Costa,Sutter Delta Medical Center,Colon,0
2016,Contra Costa,Sutter Delta Medical Center,Lung,0
2016,Contra Costa,Sutter Delta Medical Center,Prostate,0
2016,Contra Costa,Sutter Delta Medical Center,Rectum,0
2016,Contra Costa,Sutter Delta Medical Center,Stomach,0
2016,Del Norte,Sutter Coast Hospital,Breast,0
2016,Del Norte,Sutter Coast Hospital,Colon,0
2016,Del Norte,Sutter Coast Hospital,Rectum,0
2016,El Dorado,Barton Memorial Hospital,Bladder,0
2016,El Dorado,Barton Memorial Hospital,Breast,0
2016,El Dorado,Barton Memorial Hospital,Colon,0
2016,El Dorado,Barton Memorial Hospital,Prostate,0
2016,El Dorado,Marshall Medical Center,Breast,0
2016,El Dorado,Marshall Medical Center,Colon,0
2016,El Dorado,Marshall Medical Center,Liver,0
2016,El Dorado,Marshall Medical Center,Lung,0
2016,El Dorado,Marshall Medical Center,Prostate,0
2016,El Dorado,Marshall Medical Center,Rectum,0
2016,El Dorado,Marshall Medical Center,Stomach,0
2016,Fresno,Clovis Community Medical Center,Bladder,0
2016,Fresno,Clovis Community Medical Center,Breast,0
2016,Fresno,Clovis Community Medical Center,Colon,0
2016,Fresno,Clovis Community Medical Center,Esophagus,0
2016,Fresno,Clovis Community Medical Center,Liver,0
2016,Fresno,Clovis Community Medical Center,Lung,0
2016,Fresno,Clovis Community Medical Center,Pancreas,0
2016,Fresno,Clovis Community Medical Center,Prostate,0
2016,Fresno,Clovis Community Medical Center,Rectum,0
2016,Fresno,Clovis Community Medical Center,Stomach,0
2016,Fresno,Community Regional Medical Center - Fresno,Brain,0
2016,Fresno,Community Regional Medical Center - Fresno,Breast,0
2016,Fresno,Community Regional Medical Center - Fresno,Colon,0
2016,Fresno,Community Regional Medical Center - Fresno,Esophagus,0
2016,Fresno,Community Regional Medical Center - Fresno,Liver,0
2016,Fresno,Community Regional Medical Center - Fresno,Lung,0
2016,Fresno,Community Regional Medical Center - Fresno,Pancreas,0
2016,Fresno,Community Regional Medical Center - Fresno,Prostate,0
2016,Fresno,Community Regional Medical Center - Fresno,Rectum,0
2016,Fresno,Community Regional Medical Center - Fresno,Stomach,0
2016,Fresno,Fresno Surgical Hospital,Breast,0
2016,Fresno,Fresno Surgical Hospital,Prostate,0
2016,Fresno,Kaiser Foundation Hospital - Fresno,Brain,0
2016,Fresno,Kaiser Foundation Hospital - Fresno,Breast,0
2016,Fresno,Kaiser Foundation Hospital - Fresno,Colon,0
2016,Fresno,Kaiser Foundation Hospital - Fresno,Rectum,0
2016,Fresno,Saint Agnes Medical Center,Bladder,0
2016,Fresno,Saint Agnes Medical Center,Brain,0
2016,Fresno,Saint Agnes Medical Center,Breast,0
2016,Fresno,Saint Agnes Medical Center,Colon,0
2016,Fresno,Saint Agnes Medical Center,Esophagus,0
2016,Fresno,Saint Agnes Medical Center,Liver,0
2016,Fresno,Saint Agnes Medical Center,Lung,0
2016,Fresno,Saint Agnes Medical Center,Pancreas,0
2016,Fresno,Saint Agnes Medical Center,Prostate,0
2016,Fresno,Saint Agnes Medical Center,Rectum,0
2016,Fresno,Saint Agnes Medical Center,Stomach,0
2016,Humboldt,Mad River Community Hospital,Breast,0
2016,Humboldt,Mad River Community Hospital,Colon,0
2016,Humboldt,Mad River Community Hospital,Rectum,0
2016,Humboldt,Redwood Memorial Hospital,Breast,0
2016,Humboldt,Redwood Memorial Hospital,Colon,0
2016,Humboldt,Redwood Memorial Hospital,Lung,0
2016,Humboldt,Redwood Memorial Hospital,Rectum,0
2016,Humboldt,Redwood Memorial Hospital,Stomach,0
2016,Humboldt,Saint Joseph Hospital - Eureka,Brain,0
2016,Humboldt,Saint Joseph Hospital - Eureka,Breast,0
2016,Humboldt,Saint Joseph Hospital - Eureka,Colon,0
2016,Humboldt,Saint Joseph Hospital - Eureka,Liver,0
2016,Humboldt,Saint Joseph Hospital - Eureka,Lung,0
2016,Humboldt,Saint Joseph Hospital - Eureka,Pancreas,0
2016,Humboldt,Saint Joseph Hospital - Eureka,Prostate,0
2016,Humboldt,Saint Joseph Hospital - Eureka,Rectum,0
2016,Imperial,El Centro Regional Medical Center,Breast,0
2016,Imperial,El Centro Regional Medical Center,Colon,0
2016,Imperial,El Centro Regional Medical Center,Liver,0
2016,Imperial,El Centro Regional Medical Center,Prostate,0
2016,Imperial,El Centro Regional Medical Center,Rectum,0
2016,Imperial,Pioneers Memorial Healthcare District,Brain,0
2016,Imperial,Pioneers Memorial Healthcare District,Breast,0
2016,Imperial,Pioneers Memorial Healthcare District,Colon,0
2016,Inyo,Northern Inyo Hospital,Breast,0
2016,Inyo,Northern Inyo Hospital,Colon,0
2016,Inyo,Northern Inyo Hospital,Rectum,0
2016,Kern,Bakersfield Heart Hospital,Breast,0
2016,Kern,Bakersfield Heart Hospital,Colon,0
2016,Kern,Bakersfield Heart Hospital,Prostate,0
2016,Kern,Bakersfield Memorial Hospital,Bladder,0
2016,Kern,Bakersfield Memorial Hospital,Brain,0
2016,Kern,Bakersfield Memorial Hospital,Breast,0
2016,Kern,Bakersfield Memorial Hospital,Colon,0
2016,Kern,Bakersfield Memorial Hospital,Liver,0
2016,Kern,Bakersfield Memorial Hospital,Lung,0
2016,Kern,Bakersfield Memorial Hospital,Pancreas,0
2016,Kern,Bakersfield Memorial Hospital,Prostate,0
2016,Kern,Bakersfield Memorial Hospital,Rectum,0
2016,Kern,Bakersfield Memorial Hospital,Stomach,0
2016,Kern,Delano Regional Medical Center,Breast,0
2016,Kern,Delano Regional Medical Center,Colon,0
2016,Kern,Delano Regional Medical Center,Rectum,0
2016,Kern,Delano Regional Medical Center,Stomach,0
2016,Kern,Good Samaritan Hospital - Bakersfield,Breast,0
2016,Kern,Good Samaritan Hospital - Bakersfield,Colon,0
2016,Kern,Kern Medical Center,Brain,0
2016,Kern,Kern Medical Center,Breast,0
2016,Kern,Kern Medical Center,Colon,0
2016,Kern,Kern Medical Center,Esophagus,0
2016,Kern,Kern Medical Center,Liver,0
2016,Kern,Kern Medical Center,Lung,0
2016,Kern,Kern Medical Center,Pancreas,0
2016,Kern,Kern Medical Center,Prostate,0
2016,Kern,Kern Medical Center,Rectum,0
2016,Kern,Mercy Hospital - Bakersfield,Bladder,0
2016,Kern,Mercy Hospital - Bakersfield,Brain,0
2016,Kern,Mercy Hospital - Bakersfield,Breast,0
2016,Kern,Mercy Hospital - Bakersfield,Colon,0
2016,Kern,Mercy Hospital - Bakersfield,Lung,0
2016,Kern,Mercy Hospital - Bakersfield,Pancreas,0
2016,Kern,Mercy Hospital - Bakersfield,Prostate,0
2016,Kern,Mercy Hospital - Bakersfield,Rectum,0
2016,Kern,Ridgecrest Regional Hospital,Breast,0
2016,Kern,Ridgecrest Regional Hospital,Colon,0
2016,Kern,Ridgecrest Regional Hospital,Pancreas,0
2016,Kern,San Joaquin Community Hospital,Brain,0
2016,Kern,San Joaquin Community Hospital,Breast,0
2016,Kern,San Joaquin Community Hospital,Colon,0
2016,Kern,San Joaquin Community Hospital,Liver,0
2016,Kern,San Joaquin Community Hospital,Lung,0
2016,Kern,San Joaquin Community Hospital,Pancreas,0
2016,Kern,San Joaquin Community Hospital,Prostate,0
2016,Kern,San Joaquin Community Hospital,Rectum,0
2016,Kings,Adventist Medical Center,Breast,0
2016,Kings,Adventist Medical Center,Colon,0
2016,Kings,Adventist Medical Center,Esophagus,0
2016,Kings,Adventist Medical Center,Lung,0
2016,Kings,Adventist Medical Center,Pancreas,0
2016,Kings,Adventist Medical Center,Prostate,0
2016,Kings,Adventist Medical Center,Rectum,0
2016,Lake,Saint Helena Hospital - Clearlake,Colon,0
2016,Lake,Sutter Lakeside Hospital,Breast,0
2016,Lake,Sutter Lakeside Hospital,Colon,0
2016,Lake,Sutter Lakeside Hospital,Lung,0
2016,Lake,Sutter Lakeside Hospital,Rectum,0
2016,Lassen,Banner Lassen Medical Center,Colon,0
2016,Los Angeles,Alhambra Hospital Medical Center,Breast,0
2016,Los Angeles,Alhambra Hospital Medical Center,Colon,0
2016,Los Angeles,Alhambra Hospital Medical Center,Esophagus,0
2016,Los Angeles,Alhambra Hospital Medical Center,Liver,0
2016,Los Angeles,Alhambra Hospital Medical Center,Lung,0
2016,Los Angeles,Alhambra Hospital Medical Center,Rectum,0
2016,Los Angeles,Alhambra Hospital Medical Center,Stomach,0
2016,Los Angeles,Antelope Valley Hospital,Brain,0
2016,Los Angeles,Antelope Valley Hospital,Breast,0
2016,Los Angeles,Antelope Valley Hospital,Colon,0
2016,Los Angeles,Antelope Valley Hospital,Liver,0
2016,Los Angeles,Antelope Valley Hospital,Lung,0
2016,Los Angeles,Antelope Valley Hospital,Pancreas,0
2016,Los Angeles,Antelope Valley Hospital,Prostate,0
2016,Los Angeles,Antelope Valley Hospital,Rectum,0
2016,Los Angeles,Antelope Valley Hospital,Stomach,0
2016,Los Angeles,Beverly Hospital,Bladder,0
2016,Los Angeles,Beverly Hospital,Brain,0
2016,Los Angeles,Beverly Hospital,Breast,0
2016,Los Angeles,Beverly Hospital,Colon,0
2016,Los Angeles,Beverly Hospital,Liver,0
2016,Los Angeles,Beverly Hospital,Pancreas,0
2016,Los Angeles,Beverly Hospital,Prostate,0
2016,Los Angeles,Beverly Hospital,Rectum,0
2016,Los Angeles,Beverly Hospital,Stomach,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Brain,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Breast,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Colon,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Liver,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Lung,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Pancreas,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Prostate,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Rectum,0
2016,Los Angeles,California Hospital Medical Center - Los Angeles,Stomach,0
2016,Los Angeles,Casa Colina Hospital,Breast,0
2016,Los Angeles,Casa Colina Hospital,Colon,0
2016,Los Angeles,Casa Colina Hospital,Prostate,0
2016,Los Angeles,Cedars Sinai Medical Center,Bladder,0
2016,Los Angeles,Cedars Sinai Medical Center,Brain,0
2016,Los Angeles,Cedars Sinai Medical Center,Breast,0
2016,Los Angeles,Cedars Sinai Medical Center,Colon,0
2016,Los Angeles,Cedars Sinai Medical Center,Esophagus,0
2016,Los Angeles,Cedars Sinai Medical Center,Liver,0
2016,Los Angeles,Cedars Sinai Medical Center,Lung,0
2016,Los Angeles,Cedars Sinai Medical Center,Pancreas,0
2016,Los Angeles,Cedars Sinai Medical Center,Prostate,0
2016,Los Angeles,Cedars Sinai Medical Center,Rectum,0
2016,Los Angeles,Cedars Sinai Medical Center,Stomach,0
2016,Los Angeles,Centinela Hospital Medical Center,Brain,0
2016,Los Angeles,Centinela Hospital Medical Center,Breast,0
2016,Los Angeles,Centinela Hospital Medical Center,Colon,0
2016,Los Angeles,Centinela Hospital Medical Center,Lung,0
2016,Los Angeles,Centinela Hospital Medical Center,Prostate,0
2016,Los Angeles,Centinela Hospital Medical Center,Rectum,0
2016,Los Angeles,Centinela Hospital Medical Center,Stomach,0
2016,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Bladder,0
2016,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Brain,0
2016,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Breast,0
2016,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Colon,0
2016,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Lung,0
2016,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Rectum,0
2016,Los Angeles,Citrus Valley Medical Center - Inter Community Campus,Stomach,0
2016,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Bladder,0
2016,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Brain,0
2016,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Breast,0
2016,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Colon,0
2016,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Prostate,0
2016,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Rectum,0
2016,Los Angeles,Citrus Valley Medical Center - Queen of the Valley Campus,Stomach,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Bladder,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Brain,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Breast,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Colon,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Esophagus,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Liver,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Lung,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Pancreas,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Prostate,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Rectum,0
2016,Los Angeles,City of Hope Helford Clinical Research Hospital,Stomach,0
2016,Los Angeles,Coast Plaza Hospital,Breast,0
2016,Los Angeles,Coast Plaza Hospital,Colon,0
2016,Los Angeles,Coast Plaza Hospital,Rectum,0
2016,Los Angeles,Coast Plaza Hospital,Stomach,0
2016,Los Angeles,College Medical Center,Breast,0
2016,Los Angeles,College Medical Center,Colon,0
2016,Los Angeles,Community and Mission Hospital of Huntington Park - Slauson,Breast,0
2016,Los Angeles,Community and Mission Hospital of Huntington Park - Slauson,Colon,0
2016,Los Angeles,Community and Mission Hospital of Huntington Park - Slauson,Prostate,0
2016,Los Angeles,Community and Mission Hospital of Huntington Park - Slauson,Rectum,0
2016,Los Angeles,Community Hospital Long Beach,Colon,0
2016,Los Angeles,Community Hospital Long Beach,Pancreas,0
2016,Los Angeles,Community Hospital Long Beach,Prostate,0
2016,Los Angeles,Community Hospital Long Beach,Stomach,0
2016,Los Angeles,East Los Angeles Doctors Hospital,Breast,0
2016,Los Angeles,East Los Angeles Doctors Hospital,Colon,0
2016,Los Angeles,East Los Angeles Doctors Hospital,Prostate,0
2016,Los Angeles,East Los Angeles Doctors Hospital,Rectum,0
2016,Los Angeles,Encino Hospital Medical Center,Colon,0
2016,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Brain,0
2016,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Breast,0
2016,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Colon,0
2016,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Prostate,0
2016,Los Angeles,Foothill Presbyterian Hospital - Johnston Memorial,Rectum,0
2016,Los Angeles,Gardens Regional Hospital and Medical Center,Breast,0
2016,Los Angeles,Gardens Regional Hospital and Medical Center,Colon,0
2016,Los Angeles,Gardens Regional Hospital and Medical Center,Rectum,0
2016,Los Angeles,Garfield Medical Center,Brain,0
2016,Los Angeles,Garfield Medical Center,Breast,0
2016,Los Angeles,Garfield Medical Center,Colon,0
2016,Los Angeles,Garfield Medical Center,Esophagus,0
2016,Los Angeles,Garfield Medical Center,Liver,0
2016,Los Angeles,Garfield Medical Center,Lung,0
2016,Los Angeles,Garfield Medical Center,Prostate,0
2016,Los Angeles,Garfield Medical Center,Rectum,0
2016,Los Angeles,Garfield Medical Center,Stomach,0
2016,Los Angeles,Glendale Adventist Medical Center,Bladder,0
2016,Los Angeles,Glendale Adventist Medical Center,Brain,0
2016,Los Angeles,Glendale Adventist Medical Center,Breast,0
2016,Los Angeles,Glendale Adventist Medical Center,Colon,0
2016,Los Angeles,Glendale Adventist Medical Center,Esophagus,0
2016,Los Angeles,Glendale Adventist Medical Center,Liver,0
2016,Los Angeles,Glendale Adventist Medical Center,Lung,0
2016,Los Angeles,Glendale Adventist Medical Center,Pancreas,0
2016,Los Angeles,Glendale Adventist Medical Center,Prostate,0
2016,Los Angeles,Glendale Adventist Medical Center,Rectum,0
2016,Los Angeles,Glendale Adventist Medical Center,Stomach,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Bladder,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Brain,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Breast,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Colon,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Liver,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Lung,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Prostate,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Rectum,0
2016,Los Angeles,Glendale Memorial Hospital and Medical Center,Stomach,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Bladder,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Brain,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Breast,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Colon,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Liver,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Lung,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Pancreas,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Prostate,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Rectum,0
2016,Los Angeles,Good Samaritan Hospital - Los Angeles,Stomach,0
2016,Los Angeles,Greater El Monte Community Hospital,Colon,0
2016,Los Angeles,Greater El Monte Community Hospital,Prostate,0
2016,Los Angeles,Greater El Monte Community Hospital,Rectum,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Bladder,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Brain,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Breast,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Colon,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Esophagus,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Liver,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Lung,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Prostate,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Rectum,0
2016,Los Angeles,Henry Mayo Newhall Hospital,Stomach,0
2016,Los Angeles,Hollywood Presbyterian Medical Center,Brain,0
2016,Los Angeles,Hollywood Presbyterian Medical Center,Breast,0
2016,Los Angeles,Hollywood Presbyterian Medical Center,Colon,0
2016,Los Angeles,Hollywood Presbyterian Medical Center,Liver,0
2016,Los Angeles,Hollywood Presbyterian Medical Center,Lung,0
2016,Los Angeles,Hollywood Presbyterian Medical Center,Prostate,0
2016,Los Angeles,Hollywood Presbyterian Medical Center,Rectum,0
2016,Los Angeles,Hollywood Presbyterian Medical Center,Stomach,0
2016,Los Angeles,Huntington Memorial Hospital,Bladder,0
2016,Los Angeles,Huntington Memorial Hospital,Brain,0
2016,Los Angeles,Huntington Memorial Hospital,Breast,0
2016,Los Angeles,Huntington Memorial Hospital,Colon,0
2016,Los Angeles,Huntington Memorial Hospital,Esophagus,0
2016,Los Angeles,Huntington Memorial Hospital,Liver,0
2016,Los Angeles,Huntington Memorial Hospital,Lung,0
2016,Los Angeles,Huntington Memorial Hospital,Pancreas,0
2016,Los Angeles,Huntington Memorial Hospital,Prostate,0
2016,Los Angeles,Huntington Memorial Hospital,Rectum,0
2016,Los Angeles,Huntington Memorial Hospital,Stomach,0
2016,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Bladder,0
2016,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Breast,0
2016,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Colon,0
2016,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Liver,0
2016,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Prostate,0
2016,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Rectum,0
2016,Los Angeles,Kaiser Foundation Hospital - Baldwin Park,Stomach,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Bladder,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Breast,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Colon,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Esophagus,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Lung,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Pancreas,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Prostate,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Rectum,0
2016,Los Angeles,Kaiser Foundation Hospital - Downey,Stomach,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Breast,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Colon,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Esophagus,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Liver,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Lung,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Pancreas,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Prostate,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Rectum,0
2016,Los Angeles,Kaiser Foundation Hospital - Panorama City,Stomach,0
2016,Los Angeles,Kaiser Foundation Hospital - South Bay,Bladder,0
2016,Los Angeles,Kaiser Foundation Hospital - South Bay,Breast,0
2016,Los Angeles,Kaiser Foundation Hospital - South Bay,Colon,0
2016,Los Angeles,Kaiser Foundation Hospital - South Bay,Esophagus,0
2016,Los Angeles,Kaiser Foundation Hospital - South Bay,Liver,0
2016,Los Angeles,Kaiser Foundation Hospital - South Bay,Pancreas,0
2016,Los Angeles,Kaiser Foundation Hospital - South Bay,Rectum,0
2016,Los Angeles,Kaiser Foundation Hospital - South Bay,Stomach,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Bladder,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Brain,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Breast,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Colon,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Esophagus,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Liver,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Lung,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Pancreas,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Prostate,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Rectum,0
2016,Los Angeles,Kaiser Foundation Hospital - Sunset,Stomach,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Bladder,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Breast,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Colon,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Esophagus,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Liver,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Lung,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Pancreas,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Prostate,0
2016,Los Angeles,Kaiser Foundation Hospital - West Los Angeles,Rectum,0
